Date,Temperature
2024-01-01,8.727005942368123
2024-01-02,37.53571532049581
2024-01-03,26.599697090570253
2024-01-04,19.93292420985183
2024-01-05,-2.1990679778781743
2024-01-06,-2.2002739831898674
2024-01-07,-7.095819391590027
2024-01-08,33.308807288746756
2024-01-09,20.05575058716044
2024-01-10,25.403628889802278
2024-01-11,-8.970775285209879
2024-01-12,38.49549260809972
2024-01-13,31.622132040021086
2024-01-14,0.6169555339138082
2024-01-15,-0.9087516396449686
2024-01-16,-0.8297745073283096
2024-01-17,5.212112147976885
2024-01-18,16.237821581611893
2024-01-19,11.597250932105787
2024-01-20,4.561457009902096
2024-01-21,20.592644736118974
2024-01-22,-3.025306967397908
2024-01-23,4.607232426760907
2024-01-24,8.318092164684586
2024-01-25,12.803499210851797
2024-01-26,29.25879806965068
2024-01-27,-0.01631089208201253
2024-01-28,15.711721920680581
2024-01-29,19.620728443102124
2024-01-30,-7.6774793640001135
2024-01-31,20.37724259507192
2024-02-01,-1.4737938156354229
2024-02-02,-6.747420350736024
2024-02-03,37.44427686266666
2024-02-04,38.28160165372797
2024-02-05,30.419867405823055
2024-02-06,5.230688458668535
2024-02-07,-5.116394299680806
2024-02-08,24.211651325607846
2024-02-09,12.007624686980066
2024-02-10,-3.8980882577610583
2024-02-11,14.75884550556351
2024-02-12,-8.28057394423908
2024-02-13,35.4660201039391
2024-02-14,2.938999080000846
2024-02-15,23.126114217699097
2024-02-16,5.585553804470548
2024-02-17,16.00340105889054
2024-02-18,17.335513967163983
2024-02-19,-0.7572772237236478
2024-02-20,38.47923138822793
2024-02-21,28.75664116805573
2024-02-22,36.97494707820945
2024-02-23,34.74136752138244
2024-02-24,19.894998940554256
2024-02-25,36.093711751155844
2024-02-26,-5.575374897404025
2024-02-27,-0.20085687904274074
2024-02-28,-7.738635554473097
2024-02-29,6.266516538163216
2024-03-01,9.4338644844741
2024-03-02,3.567451588694796
2024-03-03,31.436875457596464
2024-03-04,7.837666334679465
2024-03-05,4.046725484369038
2024-03-06,17.134804157912424
2024-03-07,-2.953788751261868
2024-03-08,30.109849037701984
2024-03-09,-6.272467816011459
2024-03-10,39.34434683002586
2024-03-11,28.61223846483287
2024-03-12,-0.06421592329138015
2024-03-13,-9.72389414381988
2024-03-14,30.773071422741708
2024-03-15,25.342867192380858
2024-03-16,26.450358402049368
2024-03-17,28.563517334297288
2024-03-18,-6.297767413295482
2024-03-19,7.923286427213629
2024-03-20,-4.206547023743514
2024-03-21,33.155171293779674
2024-03-22,21.164906341377897
2024-03-23,6.544901242632459
2024-03-24,-6.822082485698818
2024-03-25,5.54911608578311
2024-03-26,6.259166101337353
2024-03-27,26.480308916903205
2024-03-28,21.877873567760656
2024-03-29,34.36063712881633
2024-03-30,13.610746258097464
2024-03-31,-4.0202877030849145
2024-04-01,25.66223936114975
2024-04-02,28.03925243084487
2024-04-03,18.063859878474812
2024-04-04,28.54835899772805
2024-04-05,14.689779818219538
2024-04-06,16.136641469099704
2024-04-07,11.37705091792748
2024-04-08,-8.72904366279524
2024-04-09,-4.605428650334778
2024-04-10,-8.428540715663287
2024-04-11,21.82052056318902
2024-04-12,5.717799053816334
2024-04-13,15.428534558235139
2024-04-14,35.37832369630465
2024-04-15,2.4646114574437465
2024-04-16,10.519146151781488
2024-04-17,27.777556927152432
2024-04-18,1.4399082745811231
2024-04-19,-6.151004508560351
2024-04-20,4.487572645688401
2024-04-21,-1.9389356372997781
2024-04-22,36.484882617128655
2024-04-23,30.40601897822085
2024-04-24,21.67018782552117
2024-04-25,33.57302950938588
2024-04-26,30.183603844955726
2024-04-27,-0.6714970556982074
2024-04-28,34.627949924498886
2024-04-29,16.967112095782536
2024-04-30,30.372007758203125
2024-05-01,34.80456499617466
2024-05-02,5.900173748593193
2024-05-03,-4.497403773616162
2024-05-04,1.3967581270970832
2024-05-05,11.355389431312815
2024-05-06,30.900738296124658
2024-05-07,33.036529162817175
2024-05-08,-9.652393473440465
2024-05-09,15.537365128878285
2024-05-10,10.870550157438949
2024-05-11,1.1053905235365118
2024-05-12,-4.00673163331586
2024-05-13,6.880758570181399
2024-05-14,37.14548519562596
2024-05-15,6.160146601037763
2024-05-16,15.939531087168305
2024-05-17,25.15094794475889
2024-05-18,8.1814801189647
2024-05-19,38.589104136048036
2024-05-20,38.122364747105564
2024-05-21,2.5891147912682086
2024-05-22,14.862425294619271
2024-05-23,5.043915490838483
2024-05-24,4.242024718873381
2024-05-25,-8.15565263227336
2024-05-26,20.478216698994842
2024-05-27,15.133951161443076
2024-05-28,-7.426062437500533
2024-05-29,3.932323211830571
2024-05-30,35.41329429833269
2024-05-31,1.9780945333486208
2024-06-01,-2.7552563954388454
2024-06-02,14.47263801387815
2024-06-03,39.282522705530035
2024-06-04,2.10276357557502
2024-06-05,23.606777370293926
2024-06-06,28.08098076643588
2024-06-07,1.881877199619984
2024-06-08,26.410817430592978
2024-06-09,8.38915663596266
2024-06-10,21.615291529678974
2024-06-11,21.676485538044734
2024-06-12,16.788734203737924
2024-06-13,-5.485511497279585
2024-06-14,31.7651247794619
2024-06-15,6.039003248586791
2024-06-16,-0.6740744800072882
2024-06-17,-7.961242922261804
2024-06-18,19.54464715941209
2024-06-19,23.878218092114118
2024-06-20,-9.170608553607192
2024-06-21,15.60465291496405
2024-06-22,1.3247887598968973
2024-06-23,22.258639520472492
2024-06-24,-1.2816785497504277
2024-06-25,24.546886905123294
2024-06-26,9.336767315026869
2024-06-27,36.836499436836725
2024-06-28,-3.1239527927003374
2024-06-29,7.053317552512926
2024-06-30,-4.326323937970546
2024-07-01,36.23468091392814
2024-07-02,33.86696766904905
2024-07-03,2.8970813857577795
2024-07-04,22.999202301708955
2024-07-05,30.86111001006079
2024-07-06,17.760040579973115
2024-07-07,16.482528917800323
2024-07-08,2.0926145450225846
2024-07-09,-5.344861609705039
2024-07-10,34.860787897666334
2024-07-11,35.02090285816652
2024-07-12,21.655072863663396
2024-07-13,6.951489552435035
2024-07-14,7.460478730633046
2024-07-15,26.297783943511966
2024-07-16,34.85551299762886
2024-07-17,34.354321213255865
2024-07-18,28.99377729288119
2024-07-19,22.101582307714388
2024-07-20,-5.793001750247559
2024-07-21,-1.9185642952693112
2024-07-22,34.927709426353964
2024-07-23,20.321452982979498
2024-07-24,-9.540147419168518
2024-07-25,-4.9264228566983945
2024-07-26,23.175088455402793
2024-07-27,-9.746920807689065
2024-07-28,-1.9595974291250666
2024-07-29,17.436689468329305
2024-07-30,24.594759884634662
2024-07-31,22.598062975130027
2024-08-01,1.2134654730279895
2024-08-02,25.608961067376796
2024-08-03,1.862454374840004
2024-08-04,6.269984907963387
2024-08-05,27.324570255901207
2024-08-06,22.481644952360732
2024-08-07,32.4611705247089
2024-08-08,22.880644615017168
2024-08-09,18.415430166773582
2024-08-10,-5.316261608595376
2024-08-11,8.385790152971676
2024-08-12,3.2601183840862724
2024-08-13,2.1994821689541784
2024-08-14,38.65052773762228
2024-08-15,9.654886233338019
2024-08-16,34.602327758855665
2024-08-17,21.556931299863145
2024-08-18,29.740565177082424
